store_nbr,item_nbr,family,total_demand,average_daily_demand,demand_std,max_daily_demand,active_sales_days,sales_frequency,demand_share,cumulative_demand_share,abc_class,safety_stock,reorder_point,coefficient_of_variation,replenishment_risk
44,559870,GROCERY I,32749.0,55.6,76.67,1275.0,589,0.9949,0.0004,0.2519,A,334.68,723.89,1.3789568345323742,High Risk
44,2028810,BEVERAGES,9326.0,43.38,95.61,1046.0,215,0.3632,0.0001,0.6109,A,417.4,721.03,2.2040110650069153,High Risk
45,207857,GROCERY I,7929.0,13.65,138.82,3349.0,581,0.9814,0.0001,0.6659,A,606.01,701.54,10.16996336996337,High Risk
47,261053,GROCERY I,34646.0,58.82,64.8,912.0,589,0.9949,0.0004,0.2406,A,282.9,694.65,1.101666099965998,High Risk
45,305079,GROCERY I,16251.0,31.8,107.9,2452.0,511,0.8632,0.0002,0.4327,A,471.02,693.63,3.3930817610062896,High Risk
47,938566,GROCERY I,18398.0,32.05,104.67,2161.0,574,0.9696,0.0002,0.3956,A,456.95,681.32,3.2658346333853356,High Risk
45,1976260,BEVERAGES,10167.0,27.18,111.04,1477.0,374,0.6318,0.0001,0.5823,A,484.76,675.05,4.085356880058867,High Risk
25,1047679,BEVERAGES,30039.0,57.44,62.02,590.0,523,0.8834,0.0003,0.2743,A,270.75,672.81,1.0797353760445683,High Risk
47,940664,BEVERAGES,7866.0,18.42,118.17,2429.0,427,0.7213,0.0001,0.6686,A,515.87,644.82,6.415309446254071,High Risk
49,584246,MEATS,20935.073,44.83,75.34,372.624,467,0.7889,0.0002,0.3629,A,328.89,642.69,1.680571046174437,High Risk
44,1166475,BEVERAGES,27685.0,49.0,68.57,1110.0,565,0.9544,0.0003,0.2953,A,299.36,642.36,1.3993877551020406,High Risk
45,1464027,BEVERAGES,12660.0,26.6,103.37,2009.0,476,0.8041,0.0001,0.5082,A,451.26,637.44,3.8860902255639096,High Risk
45,115611,GROCERY I,10227.0,22.09,108.72,2052.0,463,0.7821,0.0001,0.5807,A,474.62,629.24,4.921684019918515,High Risk
25,1463814,BEVERAGES,18047.0,52.01,56.45,554.0,347,0.5861,0.0002,0.4022,A,246.45,610.51,1.0853681984233803,High Risk
44,1464027,BEVERAGES,12564.0,25.85,97.8,1980.0,486,0.8209,0.0001,0.5101,A,426.94,607.9,3.7833655705996128,High Risk
44,261052,GROCERY I,30533.0,51.75,56.02,804.0,590,0.9966,0.0003,0.2699,A,244.53,606.79,1.0825120772946861,High Risk
45,876663,GROCERY I,14242.0,24.43,99.63,2047.0,583,0.9848,0.0002,0.4724,A,434.93,605.93,4.07818256242325,High Risk
47,410257,GROCERY I,25144.0,42.62,70.23,1544.0,590,0.9966,0.0003,0.3161,A,306.57,604.89,1.6478179258564056,High Risk
47,1161571,GROCERY I,30849.0,52.29,53.14,1207.0,590,0.9966,0.0003,0.2665,A,231.99,597.99,1.016255498183209,High Risk
25,2061404,BEVERAGES,5711.0,41.69,67.5,760.0,137,0.2314,0.0001,0.7676,A,294.68,586.49,1.6190933077476615,High Risk
44,315176,BEVERAGES,26971.0,45.79,56.61,1216.0,589,0.9949,0.0003,0.3027,A,247.11,567.65,1.2362961345271894,High Risk
47,2028810,BEVERAGES,8198.0,41.2,61.46,485.0,199,0.3361,0.0001,0.6537,A,268.31,556.68,1.4917475728155338,High Risk
45,155600,GROCERY I,6167.0,10.9,109.82,2485.0,566,0.9561,0.0001,0.7439,A,479.42,555.69,10.075229357798165,High Risk
47,1464029,BEVERAGES,10860.0,25.08,86.89,1461.0,433,0.7314,0.0001,0.5599,A,379.34,554.9,3.46451355661882,High Risk
44,1958216,BEVERAGES,23886.0,41.11,60.91,1225.0,581,0.9814,0.0003,0.3291,A,265.92,553.7,1.481634638774021,High Risk
45,554048,GROCERY I,11236.0,19.21,95.61,2298.0,585,0.9882,0.0001,0.5487,A,417.39,551.84,4.977095262883914,High Risk
44,1696029,PRODUCE,27989.732,47.6,47.69,344.883,588,0.9932,0.0003,0.2922,A,208.19,541.4,1.001890756302521,High Risk
45,2028898,BEVERAGES,6216.0,26.23,81.88,1055.0,237,0.4003,0.0001,0.7418,A,357.44,541.04,3.121616469691193,High Risk
45,1958181,BEVERAGES,21902.0,37.19,63.75,1334.0,589,0.9949,0.0002,0.3502,A,278.31,538.61,1.714170475934391,High Risk
44,724498,GROCERY I,24622.0,41.73,55.44,721.0,590,0.9966,0.0003,0.3223,A,242.04,534.17,1.3285406182602444,High Risk
25,2006812,BEVERAGES,12516.0,44.86,48.5,395.0,279,0.4713,0.0001,0.5112,A,211.72,525.74,1.0811413285777975,High Risk
44,862454,GROCERY I,26592.0,45.07,47.81,1000.0,590,0.9966,0.0003,0.3063,A,208.73,524.23,1.0607943199467496,High Risk
47,165594,GROCERY I,16205.0,28.83,73.72,1018.0,562,0.9493,0.0002,0.4336,A,321.82,523.66,2.557058619493583,High Risk
44,1157329,GROCERY I,15215.0,25.88,76.43,1584.0,588,0.9932,0.0002,0.4529,A,333.65,514.78,2.9532457496136018,High Risk
45,716250,BEVERAGES,21856.0,39.45,54.13,842.0,554,0.9358,0.0002,0.3512,A,236.3,512.46,1.3721166032953105,High Risk
44,1980755,BEVERAGES,10101.0,38.85,54.36,444.0,260,0.4392,0.0001,0.5845,A,237.33,509.28,1.399227799227799,High Risk
47,913102,BEVERAGES,16175.0,30.01,67.25,918.0,539,0.9105,0.0002,0.4347,A,293.6,503.66,2.2409196934355213,High Risk
44,907684,BEVERAGES,15030.0,26.09,73.3,1379.0,576,0.973,0.0002,0.4573,A,319.99,502.64,2.8095055576849366,High Risk
44,841842,GROCERY I,18372.0,31.3,64.68,850.0,587,0.9916,0.0002,0.3965,A,282.35,501.43,2.066453674121406,High Risk
47,1930967,GROCERY I,21065.0,37.82,53.99,388.0,557,0.9409,0.0002,0.3606,A,235.69,500.42,1.4275515600211528,High Risk
45,724498,GROCERY I,20679.0,35.9,55.35,890.0,576,0.973,0.0002,0.3667,A,241.65,492.96,1.541782729805014,High Risk
47,724498,GROCERY I,19034.0,32.59,59.92,1047.0,584,0.9865,0.0002,0.3866,A,261.57,489.71,1.8386007977907333,High Risk
47,1964738,BEVERAGES,11229.0,26.93,68.84,983.0,417,0.7044,0.0001,0.5489,A,300.52,489.02,2.5562569624953584,High Risk
47,1166474,BEVERAGES,23892.0,40.63,46.77,919.0,588,0.9932,0.0003,0.3288,A,204.15,488.58,1.1511198621708099,High Risk
49,414750,GROCERY I,22580.0,38.53,49.35,907.0,586,0.9899,0.0003,0.342,A,215.44,485.17,1.2808201401505321,High Risk
44,1909699,GROCERY I,18301.0,31.61,59.5,297.0,579,0.978,0.0002,0.3987,A,259.73,480.99,1.8823157228725087,High Risk
45,1047793,BEVERAGES,5146.0,39.89,43.54,182.0,129,0.2179,0.0001,0.796,A,190.09,469.33,1.0915016294810729,High Risk
25,770463,BEVERAGES,13930.0,34.4,51.46,397.0,405,0.6841,0.0002,0.4782,A,224.65,465.41,1.4959302325581396,High Risk
49,1047698,BEVERAGES,7884.0,16.81,78.92,1007.0,469,0.7922,0.0001,0.6677,A,344.51,462.18,4.694824509220703,High Risk
25,671039,BEVERAGES,18980.0,38.11,44.57,414.0,498,0.8412,0.0002,0.3879,A,194.57,461.36,1.169509315140383,High Risk
45,1074327,BEVERAGES,17721.0,39.64,41.99,331.0,447,0.7551,0.0002,0.4076,A,183.33,460.84,1.0592835519677095,High Risk
47,2006614,BEVERAGES,5140.0,21.24,71.33,648.0,242,0.4088,0.0001,0.7963,A,311.37,460.05,3.3582862523540493,High Risk
44,913102,BEVERAGES,10710.0,21.04,71.3,1456.0,509,0.8598,0.0001,0.5647,A,311.24,458.53,3.3887832699619773,High Risk
45,1012788,GROCERY I,7911.0,13.43,83.36,2030.0,589,0.9949,0.0001,0.6665,A,363.93,457.94,6.206999255398362,High Risk
44,1114566,BEVERAGES,13896.0,29.07,58.16,938.0,478,0.8074,0.0002,0.479,A,253.9,457.39,2.000687994496044,High Risk
47,1958181,BEVERAGES,16668.0,28.35,58.6,849.0,588,0.9932,0.0002,0.4246,A,255.83,454.26,2.067019400352734,High Risk
45,346065,GROCERY I,13241.0,22.52,67.72,1145.0,588,0.9932,0.0001,0.4939,A,295.63,453.26,3.0071047957371224,High Risk
44,1240160,BEVERAGES,18844.0,33.23,50.45,969.0,567,0.9578,0.0002,0.3896,A,220.24,452.88,1.5182064399638884,High Risk
45,269029,BEVERAGES,17383.0,37.22,43.68,444.0,467,0.7889,0.0002,0.4125,A,190.67,451.23,1.1735626007522837,High Risk
45,938566,GROCERY I,13574.0,23.57,65.52,1261.0,576,0.973,0.0002,0.4852,A,286.03,450.99,2.779804836656767,High Risk
45,1463807,BEVERAGES,6811.0,11.7,84.12,2026.0,582,0.9831,0.0001,0.7112,A,367.24,449.16,7.189743589743591,High Risk
47,938574,GROCERY I,19657.0,33.72,48.18,819.0,583,0.9848,0.0002,0.3786,A,210.34,446.36,1.4288256227758007,High Risk
44,1066901,BEVERAGES,16463.0,29.5,54.92,831.0,558,0.9426,0.0002,0.429,A,239.74,446.27,1.8616949152542372,High Risk
45,2019084,GROCERY I,8416.0,28.05,57.13,989.0,300,0.5068,0.0001,0.645,A,249.39,445.76,2.0367201426024955,High Risk
45,1463808,BEVERAGES,5263.0,9.36,86.25,2047.0,562,0.9493,0.0001,0.7911,A,376.54,442.09,9.21474358974359,High Risk
45,404336,GROCERY I,9363.0,15.9,75.65,1842.0,589,0.9949,0.0001,0.6096,A,330.23,441.51,4.757861635220126,High Risk
25,368628,BEVERAGES,12962.0,35.61,43.15,318.0,364,0.6149,0.0001,0.5002,A,188.37,437.64,1.2117382757652344,High Risk
47,215331,GROCERY I,19160.0,33.26,46.47,676.0,576,0.973,0.0002,0.3851,A,202.86,435.71,1.3971737823211066,High Risk
45,1066901,BEVERAGES,17430.0,31.07,49.83,485.0,561,0.9476,0.0002,0.4117,A,217.51,435.0,1.603797875764403,High Risk
45,913102,BEVERAGES,12496.0,23.85,61.36,988.0,524,0.8851,0.0001,0.5116,A,267.86,434.79,2.572746331236897,High Risk
47,2010568,GROCERY I,19854.0,35.84,42.01,774.0,554,0.9358,0.0002,0.3757,A,183.41,434.27,1.1721540178571428,High Risk
49,559870,GROCERY I,22014.0,37.57,38.87,618.0,586,0.9899,0.0002,0.3473,A,169.69,432.65,1.0346020761245673,High Risk
44,1964810,BEVERAGES,12823.0,28.82,52.72,636.0,445,0.7517,0.0001,0.5038,A,230.16,431.87,1.8292852185981956,High Risk
45,841842,GROCERY I,12091.0,21.03,64.74,1507.0,575,0.9713,0.0001,0.5223,A,282.63,429.82,3.0784593437945786,High Risk
45,164036,GROCERY I,8629.0,14.63,74.98,1777.0,590,0.9966,0.0001,0.6366,A,327.34,429.72,5.125085440874915,High Risk
47,2005143,BEVERAGES,6231.0,24.34,59.16,838.0,256,0.4324,0.0001,0.7411,A,258.27,428.64,2.430566967953985,High Risk
44,1958181,BEVERAGES,16258.0,27.7,53.33,842.0,587,0.9916,0.0002,0.4325,A,232.79,426.67,1.9252707581227437,High Risk
49,724498,GROCERY I,16999.0,29.11,50.51,762.0,584,0.9865,0.0002,0.4202,A,220.51,424.26,1.7351425626932326,High Risk
47,223136,GROCERY I,19994.0,35.14,40.56,378.0,569,0.9611,0.0002,0.3735,A,177.06,423.04,1.1542401821286283,High Risk
25,906979,BEVERAGES,17514.0,36.34,37.96,300.0,482,0.8142,0.0002,0.41,A,165.71,420.06,1.0445789763346174,High Risk
47,1066901,BEVERAGES,16185.0,29.16,49.12,414.0,555,0.9375,0.0002,0.4343,A,214.42,418.55,1.6844993141289437,High Risk
44,2013931,BEVERAGES,7545.0,36.1,37.6,387.0,209,0.353,0.0001,0.6809,A,164.13,416.83,1.0415512465373962,High Risk
44,268664,GROCERY I,19921.0,35.32,38.68,592.0,564,0.9527,0.0002,0.3742,A,168.84,416.09,1.0951302378255945,High Risk
47,1047772,BEVERAGES,13795.0,25.13,55.01,935.0,549,0.9274,0.0002,0.4807,A,240.16,416.06,2.189017111022682,High Risk
47,884878,BEVERAGES,19699.0,34.93,38.69,608.0,564,0.9527,0.0002,0.378,A,168.91,413.4,1.1076438591468651,High Risk
47,1964804,BEVERAGES,9156.0,21.0,60.56,660.0,436,0.7365,0.0001,0.6165,A,264.38,411.38,2.883809523809524,High Risk
45,839362,BEVERAGES,18414.0,31.26,44.05,649.0,589,0.9949,0.0002,0.3954,A,192.29,411.14,1.409149072296865,High Risk
44,1463510,BEVERAGES,19277.0,35.37,36.51,334.0,545,0.9206,0.0002,0.3836,A,159.4,407.0,1.0322307039864291,High Risk
47,2005047,BEVERAGES,7245.0,23.22,55.85,983.0,312,0.527,0.0001,0.6933,A,243.81,406.35,2.4052540913006033,High Risk
47,903284,POULTRY,13085.086,34.08,37.59,333.592,384,0.6486,0.0001,0.497,A,164.09,402.62,1.102992957746479,High Risk
47,1463507,BEVERAGES,16417.0,31.69,41.19,814.0,518,0.875,0.0002,0.4301,A,179.83,401.68,1.2997791101293783,High Risk
49,1066901,BEVERAGES,12686.0,24.03,53.37,1019.0,528,0.8919,0.0001,0.5072,A,232.98,401.16,2.2209737827715355,High Risk
45,507641,DAIRY,12096.0,20.5,58.23,1414.0,590,0.9966,0.0001,0.5222,A,254.18,397.7,2.8404878048780486,High Risk
45,1146785,GROCERY I,10093.0,22.78,54.49,794.0,443,0.7483,0.0001,0.5849,A,237.88,397.36,2.3920105355575068,High Risk
45,2028810,BEVERAGES,7936.0,33.49,36.91,242.0,237,0.4003,0.0001,0.6655,A,161.11,395.51,1.1021200358315915,High Risk
47,2002465,CLEANING,6560.0,18.27,60.94,846.0,359,0.6064,0.0001,0.7237,A,266.03,393.95,3.3355227148330595,High Risk
45,2046916,BEVERAGES,5720.0,32.13,38.08,324.0,178,0.3007,0.0001,0.7672,A,166.24,391.18,1.1851851851851851,High Risk
44,1961595,GROCERY I,17252.0,31.25,39.44,539.0,552,0.9324,0.0002,0.415,A,172.18,390.95,1.2620799999999999,High Risk
44,938574,GROCERY I,19362.0,32.82,36.89,494.0,590,0.9966,0.0002,0.381,A,161.03,390.75,1.124009750152346,High Risk
47,2028898,BEVERAGES,5574.0,29.34,42.37,308.0,190,0.3209,0.0001,0.7742,A,184.97,390.33,1.444103612815269,High Risk
45,1930967,GROCERY I,16507.0,28.31,43.14,350.0,583,0.9848,0.0002,0.4275,A,188.31,386.51,1.5238431649593784,High Risk
47,346065,GROCERY I,15961.0,27.1,44.91,441.0,589,0.9949,0.0002,0.4379,A,196.03,385.72,1.6571955719557194,High Risk
45,219150,BEVERAGES,12346.0,33.64,34.19,192.0,367,0.6199,0.0001,0.5159,A,149.27,384.75,1.0163495838287753,High Risk
47,1961595,GROCERY I,10454.0,19.58,55.89,573.0,534,0.902,0.0001,0.574,A,244.0,381.04,2.8544433094994894,High Risk
49,1964810,BEVERAGES,12291.0,27.93,42.01,302.0,440,0.7432,0.0001,0.5167,A,183.39,378.93,1.5041174364482635,High Risk
45,153267,GROCERY I,16016.0,27.15,43.16,943.0,590,0.9966,0.0002,0.4368,A,188.42,378.44,1.5896869244935543,High Risk
44,2040862,BEVERAGES,7213.0,32.35,34.71,429.0,223,0.3767,0.0001,0.6947,A,151.54,377.95,1.072952086553323,High Risk
44,1464910,BEVERAGES,13728.0,27.51,42.45,703.0,499,0.8429,0.0002,0.4818,A,185.33,377.91,1.5430752453653218,High Risk
45,1464218,BEVERAGES,16962.0,29.19,38.7,776.0,581,0.9814,0.0002,0.4208,A,168.96,373.32,1.3257965056526209,High Risk
47,315277,GROCERY I,14334.0,24.76,45.68,847.0,579,0.978,0.0002,0.47,A,199.41,372.7,1.8449111470113084,High Risk
44,1430041,BEVERAGES,15907.0,28.2,39.89,808.0,564,0.9527,0.0002,0.4388,A,174.12,371.55,1.4145390070921986,High Risk
44,402174,GROCERY I,17870.0,30.7,35.86,409.0,582,0.9831,0.0002,0.405,A,156.56,371.5,1.1680781758957655,High Risk
47,310671,GROCERY I,18814.0,32.11,33.54,435.0,586,0.9899,0.0002,0.3902,A,146.44,371.18,1.0445344129554657,High Risk
25,269029,BEVERAGES,9428.0,24.36,45.66,457.0,387,0.6537,0.0001,0.6065,A,199.33,369.87,1.874384236453202,High Risk
45,1047772,BEVERAGES,13623.0,24.11,45.53,744.0,565,0.9544,0.0002,0.4835,A,198.78,367.56,1.8884280381584406,High Risk
45,1964810,BEVERAGES,12052.0,27.27,39.29,297.0,442,0.7466,0.0001,0.5245,A,171.52,362.39,1.4407774110744407,High Risk
25,2042436,BEVERAGES,5615.0,31.72,32.05,213.0,177,0.299,0.0001,0.772,A,139.89,361.96,1.010403530895334,High Risk
25,2000482,BEVERAGES,9435.0,30.83,33.31,227.0,306,0.5169,0.0001,0.6058,A,145.4,361.23,1.080441128770678,High Risk
45,1157462,GROCERY I,15094.0,25.58,41.69,703.0,590,0.9966,0.0002,0.4558,A,182.0,361.08,1.6297888975762314,High Risk
47,1047773,BEVERAGES,8152.0,15.32,57.98,833.0,532,0.8986,0.0001,0.6552,A,253.09,360.36,3.7845953002610964,High Risk
47,513853,CLEANING,7213.0,15.12,57.41,399.0,477,0.8057,0.0001,0.6948,A,250.61,356.46,3.796957671957672,High Risk
45,871421,BEVERAGES,6768.0,11.55,62.91,1523.0,586,0.9899,0.0001,0.7132,A,274.65,355.5,5.4467532467532465,High Risk
44,346065,GROCERY I,11893.0,20.26,47.53,380.0,587,0.9916,0.0001,0.5287,A,207.51,349.34,2.3460019743336624,High Risk
44,1937608,GROCERY I,16191.0,27.49,35.53,643.0,589,0.9949,0.0002,0.4341,A,155.12,347.54,1.2924699890869409,High Risk
47,805310,BEVERAGES,12746.0,30.2,30.8,551.0,422,0.7128,0.0001,0.5054,A,134.45,345.88,1.0198675496688743,High Risk
47,365140,GROCERY I,17172.0,29.35,32.15,363.0,585,0.9882,0.0002,0.4168,A,140.36,345.84,1.0954003407155024,High Risk
45,1964738,BEVERAGES,10729.0,25.13,38.91,427.0,427,0.7213,0.0001,0.5642,A,169.85,345.73,1.5483485873458018,High Risk
47,1971255,BEVERAGES,13893.0,29.0,31.39,245.0,479,0.8091,0.0002,0.4792,A,137.02,340.05,1.0824137931034483,High Risk
44,1464094,BEVERAGES,6241.0,13.22,56.12,1118.0,472,0.7973,0.0001,0.7404,A,245.0,337.55,4.245083207261724,High Risk
