store_nbr,item_nbr,family,total_demand,average_daily_demand,demand_std,max_daily_demand,active_sales_days,sales_frequency,demand_share,cumulative_demand_share,abc_class,safety_stock,reorder_point,coefficient_of_variation,replenishment_risk
47,2042941,BEVERAGES,72235.0,323.92,197.84,1569.0,223,0.3767,0.0008,0.1097,A,863.67,3131.14,0.6107680908866386,Medium Risk
44,1696007,PRODUCE,72077.029,123.0,56.53,332.885,586,0.9899,0.0008,0.1105,A,246.79,1107.78,0.45959349593495935,Medium Risk
44,1463810,BEVERAGES,70544.0,182.28,153.68,1225.0,387,0.6537,0.0008,0.1113,A,670.88,1946.87,0.8430985297344745,Medium Risk
47,584028,MEATS,70127.799,118.86,36.73,281.681,590,0.9966,0.0008,0.112,A,160.35,992.38,0.3090190139660104,Medium Risk
44,1693648,PRODUCE,69813.062,118.73,45.26,292.4,588,0.9932,0.0008,0.1128,A,197.59,1028.69,0.38120104438642294,Medium Risk
44,1695823,PRODUCE,69000.0,117.95,43.04,280.0,585,0.9882,0.0008,0.1136,A,187.91,1013.55,0.3649003815175922,Medium Risk
44,1309246,BREAD/BAKERY,68228.0,116.23,30.3,237.0,587,0.9916,0.0008,0.1144,A,132.28,945.9,0.26069001118471996,Medium Risk
45,1463860,BEVERAGES,67981.0,116.01,92.67,506.0,586,0.9899,0.0008,0.1151,A,404.55,1216.61,0.7988104473752262,Medium Risk
47,1686656,PRODUCE,67861.0,115.02,34.0,256.0,590,0.9966,0.0008,0.1159,A,148.41,953.54,0.2956007650843332,Medium Risk
45,364606,GROCERY I,67614.0,114.6,165.07,4023.0,590,0.9966,0.0008,0.1166,A,720.6,1522.8,1.4404013961605584,High Risk
49,1473482,PRODUCE,67416.694,114.27,36.15,251.848,590,0.9966,0.0008,0.1174,A,157.82,957.68,0.3163559989498556,Medium Risk
45,559870,GROCERY I,67276.0,114.03,852.85,20748.0,590,0.9966,0.0008,0.1182,A,3723.09,4521.28,7.479172147680435,High Risk
49,1584575,PRODUCE,67124.0,113.77,46.5,312.0,590,0.9966,0.0008,0.1189,A,202.98,999.36,0.40871934604904636,Medium Risk
49,1473404,PRODUCE,66913.0,113.41,38.0,312.0,590,0.9966,0.0008,0.1197,A,165.87,959.75,0.3350674543691033,Medium Risk
49,1239897,POULTRY,66126.027,112.08,32.04,228.924,590,0.9966,0.0007,0.1204,A,139.85,924.4,0.28586723768736616,Medium Risk
44,518091,BEVERAGES,65393.0,155.7,77.34,643.0,420,0.7095,0.0007,0.1211,A,337.61,1427.49,0.4967244701348748,Medium Risk
49,1695823,PRODUCE,65147.0,110.42,38.74,221.0,590,0.9966,0.0007,0.1219,A,169.13,942.06,0.3508422387248687,Medium Risk
44,1047690,BEVERAGES,65029.0,114.69,112.86,1537.0,567,0.9578,0.0007,0.1226,A,492.68,1295.51,0.984043944546168,Medium Risk
44,1584576,PRODUCE,63956.0,108.58,36.56,266.0,589,0.9949,0.0007,0.1233,A,159.62,919.7,0.3367102597163382,Medium Risk
47,265559,GROCERY I,63909.0,108.87,49.17,337.0,587,0.9916,0.0007,0.124,A,214.64,976.76,0.4516395701295123,Medium Risk
44,1695836,PRODUCE,63789.295,130.72,81.14,414.794,488,0.8243,0.0007,0.1247,A,354.21,1269.22,0.6207160342717258,Medium Risk
47,364606,GROCERY I,63553.0,107.9,37.52,300.0,589,0.9949,0.0007,0.1254,A,163.77,919.07,0.34772937905468027,Medium Risk
44,464374,BEVERAGES,63517.0,109.14,80.06,653.0,582,0.9831,0.0007,0.1262,A,349.51,1113.46,0.7335532343778634,Medium Risk
49,1473479,PRODUCE,63472.032,107.58,53.06,291.326,590,0.9966,0.0007,0.1269,A,231.63,984.68,0.49321435211005765,Medium Risk
49,2042947,BEVERAGES,62766.0,277.73,161.58,1149.0,226,0.3818,0.0007,0.1276,A,705.38,2649.46,0.5817880675476182,Medium Risk
49,1926217,PRODUCE,62584.0,106.8,32.66,214.0,586,0.9899,0.0007,0.1283,A,142.59,890.18,0.3058052434456929,Medium Risk
47,1473404,PRODUCE,61646.0,104.48,30.85,250.0,590,0.9966,0.0007,0.129,A,134.66,866.05,0.2952718223583461,Medium Risk
47,314384,GROCERY I,61354.0,103.99,38.07,254.0,590,0.9966,0.0007,0.1297,A,166.18,894.11,0.3660928935474565,Medium Risk
49,1751174,PRODUCE,60856.815,104.74,46.88,300.429,581,0.9814,0.0007,0.1303,A,204.65,937.86,0.4475844949398511,Medium Risk
49,1625605,PRODUCE,60829.829,107.66,55.26,274.201,565,0.9544,0.0007,0.131,A,241.25,994.89,0.5132825561954301,Medium Risk
49,1463825,BEVERAGES,60504.0,114.59,44.62,274.0,528,0.8919,0.0007,0.1317,A,194.8,996.94,0.38938825377432584,Medium Risk
45,2006812,BEVERAGES,59401.0,181.65,192.75,2931.0,327,0.5524,0.0007,0.1324,A,841.44,2113.02,1.0611065235342692,High Risk
45,1047690,BEVERAGES,58976.0,102.92,105.35,2323.0,573,0.9679,0.0007,0.133,A,459.88,1180.36,1.023610571317528,High Risk
44,1695845,PRODUCE,58690.0,99.47,31.54,238.0,590,0.9966,0.0007,0.1337,A,137.69,834.01,0.3170805267919976,Medium Risk
47,1463810,BEVERAGES,58686.0,156.08,200.67,2102.0,376,0.6351,0.0007,0.1343,A,876.03,1968.58,1.2856868272680675,High Risk
45,1463862,BEVERAGES,58482.0,100.48,58.48,486.0,582,0.9831,0.0007,0.135,A,255.29,958.68,0.5820063694267515,Medium Risk
44,1473403,PRODUCE,58331.569,98.87,41.53,246.804,590,0.9966,0.0007,0.1356,A,181.3,873.37,0.42004652574087187,Medium Risk
49,1463862,BEVERAGES,58206.0,99.33,36.25,271.0,586,0.9899,0.0007,0.1363,A,158.25,853.54,0.36494513238699283,Medium Risk
49,1473478,PRODUCE,58194.832,99.65,46.56,282.132,584,0.9865,0.0007,0.137,A,203.25,900.79,0.46723532363271447,Medium Risk
45,1239877,POULTRY,58173.204,100.82,53.13,315.696,577,0.9747,0.0007,0.1376,A,231.95,937.69,0.5269787740527674,Medium Risk
47,903286,POULTRY,57956.659,112.98,80.6,426.935,513,0.8666,0.0006,0.1383,A,351.86,1142.7,0.7134006018764383,Medium Risk
44,1503855,PRODUCE,57558.906,98.06,52.98,282.599,587,0.9916,0.0006,0.1389,A,231.29,917.69,0.5402814603304099,Medium Risk
47,819932,BEVERAGES,57529.0,113.69,61.0,403.0,506,0.8547,0.0006,0.1395,A,266.3,1062.16,0.5365467499340312,Medium Risk
44,1463825,BEVERAGES,57026.0,106.59,48.28,268.0,535,0.9037,0.0006,0.1402,A,210.76,956.9,0.4529505582137161,Medium Risk
47,1463814,BEVERAGES,56712.0,142.49,115.94,1318.0,398,0.6723,0.0006,0.1408,A,506.12,1503.57,0.8136711348164782,Medium Risk
49,1463810,BEVERAGES,56560.0,151.64,112.86,885.0,373,0.6301,0.0006,0.1415,A,492.69,1554.14,0.7442627275125298,Medium Risk
45,1143685,BEVERAGES,56368.0,105.36,75.86,441.0,535,0.9037,0.0006,0.1421,A,331.17,1068.69,0.7200075930144267,Medium Risk
49,1047680,BEVERAGES,56293.0,95.74,27.12,220.0,588,0.9932,0.0006,0.1427,A,118.4,788.56,0.2832671819511176,Medium Risk
45,1309297,BEVERAGES,56104.0,110.66,90.42,678.0,507,0.8564,0.0006,0.1433,A,394.74,1169.35,0.8170974155069582,Medium Risk
44,364606,GROCERY I,56008.0,95.25,33.62,360.0,588,0.9932,0.0006,0.144,A,146.77,813.53,0.3529658792650918,Medium Risk
44,1473394,PRODUCE,55791.628,94.56,30.21,202.973,590,0.9966,0.0006,0.1446,A,131.87,793.8,0.3194796954314721,Medium Risk
45,1430040,BEVERAGES,55692.0,95.86,88.49,873.0,581,0.9814,0.0006,0.1452,A,386.31,1057.3,0.9231170456916336,Medium Risk
44,314384,GROCERY I,55550.0,94.15,37.18,333.0,590,0.9966,0.0006,0.1458,A,162.33,821.39,0.3949017525225703,Medium Risk
44,1463862,BEVERAGES,55494.0,94.54,40.04,274.0,587,0.9916,0.0006,0.1465,A,174.8,836.56,0.4235244341019674,Medium Risk
49,2006812,BEVERAGES,55295.0,172.26,111.46,1469.0,321,0.5422,0.0006,0.1471,A,486.57,1692.38,0.6470451642865436,Medium Risk
45,1473410,PRODUCE,55139.732,93.46,33.43,214.895,590,0.9966,0.0006,0.1477,A,145.95,800.15,0.3576931307511235,Medium Risk
44,1428328,BEVERAGES,54958.0,93.15,113.5,1826.0,590,0.9966,0.0006,0.1483,A,495.48,1147.53,1.2184648416532473,High Risk
44,1625605,PRODUCE,54643.064,101.95,57.17,315.778,536,0.9054,0.0006,0.1489,A,249.59,963.21,0.5607650809220206,Medium Risk
44,1109116,BEVERAGES,54574.0,94.42,55.33,628.0,578,0.9764,0.0006,0.1495,A,241.54,902.47,0.5859987290828214,Medium Risk
45,414750,GROCERY I,54342.0,92.11,61.68,646.0,590,0.9966,0.0006,0.1502,A,269.25,913.99,0.6696341331017261,Medium Risk
44,1695961,PRODUCE,54341.986,92.73,39.67,232.937,586,0.9899,0.0006,0.1508,A,173.17,822.31,0.4278011431036342,Medium Risk
44,1037857,BEVERAGES,53947.0,94.15,131.12,1664.0,573,0.9679,0.0006,0.1514,A,572.39,1231.43,1.3926712692511949,High Risk
49,819932,BEVERAGES,53747.0,106.22,80.79,688.0,506,0.8547,0.0006,0.152,A,352.7,1096.23,0.7605912257578611,Medium Risk
49,1695828,PRODUCE,53735.151,93.13,61.29,313.517,577,0.9747,0.0006,0.1526,A,267.55,919.45,0.6581123161172555,Medium Risk
45,903285,POULTRY,53110.67,92.05,57.19,435.722,577,0.9747,0.0006,0.1532,A,249.65,893.97,0.6212927756653992,Medium Risk
45,261052,GROCERY I,53071.0,89.95,58.9,729.0,590,0.9966,0.0006,0.1538,A,257.14,886.8,0.6548082267926626,Medium Risk
25,1430040,BEVERAGES,52960.0,101.85,97.01,746.0,520,0.8784,0.0006,0.1544,A,423.52,1136.44,0.9524791359842907,Medium Risk
47,261052,GROCERY I,52874.0,89.62,78.68,1006.0,590,0.9966,0.0006,0.155,A,343.48,970.8,0.8779290336978354,Medium Risk
47,559870,GROCERY I,52502.0,88.99,71.38,894.0,590,0.9966,0.0006,0.1555,A,311.63,934.53,0.8021125969210023,Medium Risk
45,1502392,PRODUCE,52450.320999999996,89.05,35.07,210.522,589,0.9949,0.0006,0.1561,A,153.09,776.44,0.3938236945536216,Medium Risk
47,1463994,BEVERAGES,52192.0,89.06,43.36,266.0,586,0.9899,0.0006,0.1567,A,189.27,812.72,0.48686278913092296,Medium Risk
44,999547,CLEANING,51902.0,87.97,25.66,237.0,590,0.9966,0.0006,0.1573,A,112.04,727.82,0.2916903489826077,Medium Risk
45,1473482,PRODUCE,51549.673,87.37,32.21,196.388,590,0.9966,0.0006,0.1579,A,140.63,752.24,0.36866201213231087,Medium Risk
49,1473393,PRODUCE,51298.392,86.95,25.96,169.773,590,0.9966,0.0006,0.1584,A,113.32,721.94,0.29856239217941344,Medium Risk
45,320682,GROCERY I,51132.0,87.55,50.92,640.0,584,0.9865,0.0006,0.159,A,222.31,835.19,0.5816105082809824,Medium Risk
47,1473410,PRODUCE,51110.863,86.63,28.53,193.857,590,0.9966,0.0006,0.1596,A,124.55,730.95,0.3293316403093617,Medium Risk
44,418235,BEVERAGES,51032.0,87.99,40.89,273.0,580,0.9797,0.0006,0.1602,A,178.51,794.41,0.4647118990794409,Medium Risk
45,1047681,BEVERAGES,50996.0,87.92,53.08,380.0,580,0.9797,0.0006,0.1607,A,231.72,847.19,0.6037306642402184,Medium Risk
47,1584576,PRODUCE,50870.0,86.22,33.17,268.0,590,0.9966,0.0006,0.1613,A,144.78,748.33,0.3847135235444213,Medium Risk
49,1696007,PRODUCE,50853.87,86.93,37.03,229.923,585,0.9882,0.0006,0.1619,A,161.66,770.17,0.4259749223513171,Medium Risk
45,1239897,POULTRY,50305.123,85.26,34.69,177.25,590,0.9966,0.0006,0.1624,A,151.43,748.27,0.4068730940652122,Medium Risk
47,1473479,PRODUCE,50285.465,85.23,49.25,355.94,590,0.9966,0.0006,0.163,A,215.01,811.62,0.5778481755250499,Medium Risk
45,1695845,PRODUCE,50033.0,84.95,26.8,182.0,589,0.9949,0.0006,0.1636,A,117.0,711.62,0.3154796939376104,Medium Risk
44,903285,POULTRY,49951.445,84.95,46.59,326.414,588,0.9932,0.0006,0.1641,A,203.39,798.05,0.5484402589758682,Medium Risk
44,1501508,PRODUCE,49466.564,84.85,47.54,361.301,583,0.9848,0.0006,0.1647,A,207.53,801.46,0.560282852091927,Medium Risk
47,1751174,PRODUCE,49444.889,84.09,35.62,229.276,588,0.9932,0.0006,0.1652,A,155.5,744.13,0.4235937685812819,Medium Risk
49,464374,BEVERAGES,49409.0,83.74,58.65,742.0,590,0.9966,0.0006,0.1658,A,256.04,842.25,0.7003821351803201,Medium Risk
47,1166475,BEVERAGES,49262.0,84.5,50.23,478.0,583,0.9848,0.0006,0.1663,A,219.26,810.74,0.5944378698224851,Medium Risk
25,1503844,PRODUCE,49214.976,94.64,48.73,349.785,520,0.8784,0.0006,0.1669,A,212.75,875.26,0.514898562975486,Medium Risk
44,1501570,PRODUCE,49147.0,84.88,50.12,310.0,579,0.978,0.0006,0.1674,A,218.78,812.96,0.5904806786050896,Medium Risk
49,1686656,PRODUCE,49036.0,83.11,25.49,184.0,590,0.9966,0.0005,0.168,A,111.26,693.04,0.3067019612561665,Medium Risk
45,582864,MEATS,48717.483,82.57,25.66,176.489,590,0.9966,0.0005,0.1685,A,112.02,690.02,0.3107666222599007,Medium Risk
45,964752,GROCERY I,48360.0,81.97,38.43,320.0,590,0.9966,0.0005,0.1691,A,167.78,741.54,0.46883005977796754,Medium Risk
49,584028,MEATS,48341.017,81.93,29.37,193.534,590,0.9966,0.0005,0.1696,A,128.2,701.74,0.35847674844379346,Medium Risk
49,1430040,BEVERAGES,48294.0,83.7,68.53,745.0,577,0.9747,0.0005,0.1702,A,299.19,885.07,0.8187574671445639,Medium Risk
44,1695828,PRODUCE,48201.858,82.26,51.31,234.722,586,0.9899,0.0005,0.1707,A,224.01,799.8,0.6237539508874301,Medium Risk
44,1693656,PRODUCE,48141.0,83.58,38.43,231.0,576,0.973,0.0005,0.1712,A,167.77,752.82,0.45979899497487436,Medium Risk
47,305080,GROCERY I,48128.0,81.57,34.1,286.0,590,0.9966,0.0005,0.1718,A,148.84,719.85,0.4180458501900209,Medium Risk
44,1074327,BEVERAGES,47951.0,105.62,129.47,2013.0,454,0.7669,0.0005,0.1723,A,565.2,1304.54,1.2258095057754212,High Risk
45,1166475,BEVERAGES,47947.0,81.68,45.83,411.0,587,0.9916,0.0005,0.1729,A,200.06,771.83,0.5610920666013711,Medium Risk
47,1926217,PRODUCE,47755.0,81.22,31.46,212.0,588,0.9932,0.0005,0.1734,A,137.34,705.85,0.3873430189608471,Medium Risk
49,1584576,PRODUCE,47647.0,80.76,24.0,182.0,590,0.9966,0.0005,0.1739,A,104.79,670.09,0.2971768202080238,Medium Risk
25,1503847,PRODUCE,47609.864,91.56,75.08,627.719,520,0.8784,0.0005,0.1745,A,327.77,968.68,0.8200087374399301,Medium Risk
44,1751176,PRODUCE,47486.356,82.3,40.57,358.3,577,0.9747,0.0005,0.175,A,177.09,753.18,0.49295261239368166,Medium Risk
